latitude,longitude
29.813822,-95.365295
38.973065,-95.236534
37.023676,-94.735504
34.097866,-118.407379
38.624421,-90.150603
32.715695,-117.161719
42.455233,-76.475847
28.949564,-95.344371
37.874043,-122.280022
39.176086,-94.574127
39.176086,-94.574127
39.176086,-94.574127
35.76625,-117.370674
33.783824,-118.11409
34.097866,-118.407379
31.950001,35.933331
34.097866,-118.407379
34.097866,-118.407379
34.097866,-118.407379
39.176086,-94.574127
39.176086,-94.574127
39.176086,-94.574127
35.76625,-117.370674
37.791927,-122.225906
47.610786,-122.331306
47.610786,-122.331306
47.610786,-122.331306
47.610786,-122.331306
40.697132,-73.931351
38.954344,-95.255796
34.097866,-118.407379
35.76625,-117.370674
37.874043,-122.280022
37.874043,-122.280022
43.064388,-87.966202
40.102408,-88.227159
34.062685,-117.163181
18.379626,-67.188421
18.379626,-67.188421
18.379626,-67.188421
18.379626,-67.188421
37.424305,-122.143913
39.308342,-76.616104
40.697132,-73.931351
40.697132,-73.931351
41.106178,28.689863
40.008171,-75.13549
42.7375,-84.483779
42.7375,-84.483779
42.7375,-84.483779
30.443335,-91.186994
30.443335,-91.186994
45.031807,-93.336547
41.657825,-91.526534
41.312065,-72.928288
42.056459,-87.675267
33.882923,-117.929104
42.025345,-93.620199
38.788097,-90.497479
52.50153,13.401851
52.50153,13.401851
40.697132,-73.931351
30.443335,-91.186994
42.290156,-71.04897
18.386932,-66.061127
40.697132,-73.931351
39.640397,-86.861622
41.316324,-72.922343
40.697132,-73.931351
40.697132,-73.931351
40.1142,-88.243499
40.1142,-88.243499
-25.282773,-57.63561
39.645039,-79.183128
35.904912,-79.046913
35.22076,-97.446599
40.347457,-94.872909
52.50153,13.401851
46.404973,-117.009341
25.720851,-80.277857
28.538235,-81.377389
40.697132,-73.931351
37.791927,-122.225906
46.143582,-122.925645
40.336585,-75.927843
45.511795,-122.675629
33.73787,-118.284664
45.511795,-122.675629
42.301631,-71.067605
40.697132,-73.931351
41.356445,-72.096469
40.818985,-73.595724
34.097866,-118.407379
38.551295,-121.471066
52.50153,13.401851
38.908642,-77.015381
46.198392,6.142296
29.813822,-95.365295
42.331685,-83.047924
41.579662,-93.621506
40.759505,-111.888229
36.312,-78.5882
25.774591,-80.214195
42.45717,-71.064049
40.697132,-73.931351
33.783824,-118.11409
36.312,-78.5882
52.50153,13.401851
-34.891151,-56.187214
52.50153,13.401851
47.610786,-122.331306
40.697132,-73.931351
38.550245,-90.332723
30.588141,-84.580929
40.20119,-77.189169
25.774591,-80.214195
35.76625,-117.370674
40.697132,-73.931351
44.946604,-93.136446
42.025345,-93.620199
36.312,-78.5882
36.312,-78.5882
36.312,-78.5882
34.097866,-118.407379
42.301631,-71.067605
42.301631,-71.067605
38.579065,-121.491014
33.44826,-112.075774
40.697132,-73.931351
33.882923,-117.929104
-34.61768,-58.444435
-34.891151,-56.187214
37.791927,-122.225906
32.715695,-117.161719
40.697132,-73.931351
11.586558,122.753716
30.443335,-91.186994
41.524935,-88.084594
45.511795,-122.675629
37.791927,-122.225906
34.097866,-118.407379
14.67428,121.057495
52.50153,13.401851
52.50153,13.401851
40.697132,-73.931351
37.874043,-122.280022
31.950001,35.933331
31.950001,35.933331
33.96307,-118.232573
41.842602,-87.681229
37.791927,-122.225906
10.063506,-69.334722
35.724533,51.40519
40.697132,-73.931351
31.950001,35.933331
31.950001,35.933331
40.946915,-90.364659
40.73197,-74.174184
31.950001,35.933331
-22.908278,-43.197026
35.724533,51.40519
41.260675,-95.940469
-34.891151,-56.187214
37.005322,-89.176156
37.005105,-89.176269
41.579662,-93.621506
39.176086,-94.574127
52.50153,13.401851
52.50153,13.401851
33.887157,-118.410843
37.831455,-122.285164
40.697132,-73.931351
40.697132,-73.931351
37.874043,-122.280022
37.874043,-122.280022
41.842602,-87.681229
37.755363,-122.443352
41.579662,-93.621506
52.50153,13.401851
37.755363,-122.443352
40.697132,-73.931351
32.50064,-94.741075
55.011562,-7.312045
55.011562,-7.312045
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
42.331685,-83.047924
41.579662,-93.621506
43.118461,-87.902289
40.617623,-74.417061
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
43.074701,-88.008394
42.290156,-71.04897
-22.908278,-43.197026
38.908642,-77.015381
37.874043,-122.280022
38.908642,-77.015381
38.908642,-77.015381
38.908642,-77.015381
38.908642,-77.015381
41.260675,-95.940469
33.895285,-118.224329
40.697132,-73.931351
47.610786,-122.331306
40.697132,-73.931351
40.697132,-73.931351
32.50064,-94.741075
41.084195,-81.514059
40.5894,-73.666354
37.755363,-122.443352
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
33.948315,-86.472939
38.232471,-122.644448
48.139126,11.580186
42.039274,-87.859977
5.059097,-75.50596
41.637675,-70.930869
37.424305,-122.143913
41.842602,-87.681229
40.697132,-73.931351
41.842602,-87.681229
40.697132,-73.931351
44.943829,-93.093326
41.842602,-87.681229
40.697132,-73.931351
40.697132,-73.931351
32.715695,-117.161719
40.697132,-73.931351
43.064388,-87.966202
37.99749,23.762728
43.064388,-87.966202
39.933449,-75.106743
12.103822,-86.267014
34.097866,-118.407379
-8.048021,-34.876338
40.697132,-73.931351
38.62774,-90.199514
43.939135,-90.820369
40.697132,-73.931351
43.939135,-90.820369
43.939135,-90.820369
37.755363,-122.443352
37.755363,-122.443352
-34.891151,-56.187214
29.813822,-95.365295
42.815372,-1.653616
37.774422,-122.275475
41.842602,-87.681229
-34.891151,-56.187214
-34.891151,-56.187214
-34.891151,-56.187214
-34.422436,-58.737755
35.2225,-80.837539
52.370216,4.895168
40.697132,-73.931351
50.836426,4.367415
37.874043,-122.280022
43.064388,-87.966202
-26.808285,-65.21759
33.871124,-117.861401
37.338475,-121.885794
52.50153,13.401851
39.26931,-76.503519
37.97457,-122.532474
-31.632368,-60.699359
45.511795,-122.675629
54.077313,-6.608787
52.50153,13.401851
52.50153,13.401851
33.60651,-88.650419
41.260675,-95.940469
44.964985,-93.260193
40.697132,-73.931351
-34.891151,-56.187214
38.908642,-77.015381
39.464791,-76.829198
37.874043,-122.280022
-34.891151,-56.187214
44.04483,-123.072606
44.943829,-93.093326
39.308342,-76.616104
43.07295,-89.386694
19.371887,-99.086624
42.505832,-71.19376
52.50153,13.401851
42.377003,-71.11666
35.948199,-77.795207
37.90118,-122.061628
38.908642,-77.015381
37.874043,-122.280022
37.90118,-122.061628
33.946154,-118.082952
38.908642,-77.015381
33.948005,-83.377322
39.930771,32.76754
31.950001,35.933331
-34.891151,-56.187214
40.008171,-75.13549
37.99749,23.762728
37.755363,-122.443352
37.432805,-121.897259
37.548148,-121.988566
35.14968,-90.048929
44.943829,-93.093326
-34.891151,-56.187214
54.607712,-5.95621
43.064388,-87.966202
33.745573,-117.867834
41.82277,-90.538969
34.097866,-118.407379
50.11797,8.644191
47.36865,8.539182
52.370216,4.895168
52.370216,4.895168
42.58176,-71.792259
52.50153,13.401851
-31.399301,-64.182129
43.07295,-89.386694
29.647665,-82.348458
31.950001,35.933331
-34.891151,-56.187214
-34.61768,-58.444435
51.504387,-0.140041
-34.891151,-56.187214
-34.891151,-56.187214
-32.951052,-60.666365
41.67086,-83.543846
42.811978,-70.872638
42.350097,-71.156442
-34.891151,-56.187214
40.697132,-73.931351
52.50153,13.401851
40.697132,-73.931351
-34.891151,-56.187214
40.697132,-73.931351
40.697132,-73.931351
54.607712,-5.95621
35.724533,51.40519
39.308342,-76.616104
38.395649,27.135641
44.04483,-123.072606
39.162608,-76.624689
39.930771,32.76754
39.930771,32.76754
46.803137,-71.241298
41.842602,-87.681229
37.264891,-81.240268
39.930771,32.76754
40.697132,-73.931351
47.610786,-122.331306
34.419255,-119.698869
37.97457,-122.532474
37.874043,-122.280022
-34.891151,-56.187214
48.777106,9.180769
29.813822,-95.365295
46.803137,-71.241298
35.724533,51.40519
40.697132,-73.931351
42.36679,-71.106019
48.139126,11.580186
42.36679,-71.106019
-34.891151,-56.187214
-34.891151,-56.187214
-34.891151,-56.187214
-34.891151,-56.187214
39.176086,-94.574127
-34.61768,-58.444435
48.139126,11.580186
33.683734,-117.794609
33.683734,-117.794609
-34.61768,-58.444435
37.005105,-89.176269
-37.813187,144.96298
37.005105,-89.176269
37.755363,-122.443352
42.331685,-83.047924
41.890961,12.490069
37.005105,-89.176269
37.005105,-89.176269
38.908642,-77.015381
33.683734,-117.794609
-34.61768,-58.444435
39.930771,32.76754
51.504387,-0.140041
27.19999,-80.255359
43.111261,-87.898632
33.62905,-117.691249
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
35.724533,51.40519
24.891115,67.143311
36.740685,-119.785734
36.740685,-119.785734
41.001845,-80.34724
42.278044,-83.738224
-34.61768,-58.444435
-34.864823,-57.908519
52.50153,13.401851
37.005105,-89.176269
44.964985,-93.260193
37.005105,-89.176269
50.11797,8.644191
39.930771,32.76754
41.842602,-87.681229
18.386932,-66.061127
18.386932,-66.061127
18.386932,-66.061127
18.386932,-66.061127
-34.61768,-58.444435
27.771185,-82.639319
54.607712,-5.95621
27.807403,-82.689767
-34.61768,-58.444435
-34.61768,-58.444435
-34.61768,-58.444435
39.930771,32.76754
-34.891151,-56.187214
45.511795,-122.675629
35.04644,-85.309464
14.596051,120.978666
27.771185,-82.639319
18.386932,-66.061127
39.930771,32.76754
40.697132,-73.931351
40.697132,-73.931351
37.874043,-122.280022
18.386932,-66.061127
-34.891151,-56.187214
50.11797,8.644191
-34.891151,-56.187214
43.291618,-1.977903
-34.891151,-56.187214
-34.891151,-56.187214
44.04483,-123.072606
-22.908278,-43.197026
38.973065,-95.236534
-34.891151,-56.187214
-34.891151,-56.187214
40.697132,-73.931351
41.18188,-73.191269
34.41217,-119.85704
41.807741,-72.25398
-34.891151,-56.187214
-34.891151,-56.187214
26.011201,-80.14949
-34.891151,-56.187214
37.54703,-122.314834
43.113655,-87.900289
54.607712,-5.95621
39.930771,32.76754
33.655968,-84.448957
39.930771,32.76754
-31.399301,-64.182129
42.919882,-3.060073
49.294642,8.69774
34.06857,-118.027606
35.214905,-80.001234
48.139126,11.580186
34.0961,-117.716404
34.20034,-119.180439
34.05483,-117.750034
38.355879,38.296474
-34.891151,-56.187214
48.139126,11.580186
38.908642,-77.015381
34.038254,-117.752109
34.055103,-117.749991
-34.891151,-56.187214
39.930771,32.76754
34.055103,-117.749991
33.78359,-118.353879
37.755363,-122.443352
48.139126,11.580186
40.697132,-73.931351
40.697132,-73.931351
48.139126,11.580186
40.697132,-73.931351
37.755363,-122.443352
37.755363,-122.443352
41.479561,-81.675461
39.930771,32.76754
39.930771,32.76754
11.583513,37.397019
-34.68631,-58.528473
40.697132,-73.931351
39.930771,32.76754
39.930771,32.76754
26.714388,-80.052689
-34.891151,-56.187214
-34.891151,-56.187214
-34.891151,-56.187214
54.607712,-5.95621
18.456792,-69.951164
18.456792,-69.951164
48.139126,11.580186
39.930771,32.76754
34.097866,-118.407379
-31.399301,-64.182129
38.395649,27.135641
38.395649,27.135641
-34.891151,-56.187214
37.791927,-122.225906
35.2225,-80.837539
34.419255,-119.698869
50.11797,8.644191
54.607712,-5.95621
54.63797,-6.14485
39.930771,32.76754
37.146795,49.536102
54.452223,-7.486124
26.714388,-80.052689
39.930771,32.76754
57.696994,11.9865
41.084195,-81.514059
10.482834,-66.962128
39.930771,32.76754
14.596051,120.978666
39.930771,32.76754
36.974025,-122.030954
33.764496,-84.432083
40.097625,-74.857269
39.930771,32.76754
54.607712,-5.95621
18.442164,-66.026298
18.442164,-66.026298
18.386932,-66.061127
18.386932,-66.061127
18.386932,-66.061127
39.930771,32.76754
41.106178,28.689863
41.106178,28.689863
9.933333,-84.083333
39.930771,32.76754
25.774591,-80.214195
10.482834,-66.962128
39.930771,32.76754
34.097866,-118.407379
54.607712,-5.95621
21.3,-157.818968
37.874043,-122.280022
18.386932,-66.061127
15.153002,120.591942
10.482834,-66.962128
34.097866,-118.407379
38.908642,-77.015381
40.697132,-73.931351
40.697132,-73.931351
34.419255,-119.698869
37.874043,-122.280022
39.930771,32.76754
21.3,-157.818968
33.42558,-94.048254
33.42558,-94.048254
33.42558,-94.048254
33.42558,-94.048254
54.607712,-5.95621
38.62774,-90.199514
38.62774,-90.199514
40.079609,-104.812912
48.139126,11.580186
-34.891151,-56.187214
49.4019,8.680285
54.607712,-5.95621
29.813822,-95.365295
45.511795,-122.675629
41.106178,28.689863
41.106178,28.689863
51.924216,4.481776
-34.891151,-56.187214
37.54703,-122.314834
37.755363,-122.443352
42.455233,-76.475847
28.505025,-16.192648
30.33138,-81.655799
52.50153,13.401851
40.697132,-73.931351
42.407484,-71.119023
37.906032,-122.548169
42.359139,-83.066546
34.225529,-118.878911
45.469212,9.174508
39.930771,32.76754
39.308342,-76.616104
-31.399301,-64.182129
38.395649,27.135641
37.755363,-122.443352
40.697132,-73.931351
14.596051,120.978666
40.697132,-73.931351
39.758968,-104.876305
37.474249,49.458725
32.65246,51.67462
35.724533,51.40519
34.097866,-118.407379
40.465595,-3.696263
33.953349,-117.396156
41.400635,2.150913
34.097866,-118.407379
42.24088,-83.613089
31.530345,-83.835349
37.089185,-122.086756
18.386932,-66.061127
18.386932,-66.061127
39.930771,32.76754
39.930771,32.76754
39.930771,32.76754
34.097866,-118.407379
37.338475,-121.885794
35.724533,51.40519
59.332788,18.064488
36.736419,-119.789196
39.930771,32.76754
-34.921295,-57.954333
40.697132,-73.931351
37.424305,-122.143913
18.386932,-66.061127
34.097866,-118.407379
40.697132,-73.931351
40.697132,-73.931351
41.400635,2.150913
40.697132,-73.931351
18.386932,-66.061127
36.740685,-119.785734
37.874043,-122.280022
44.883175,-93.283006
40.697132,-73.931351
36.740685,-119.785734
37.424305,-122.143913
37.235807,-121.962416
37.906032,-122.545048
37.424305,-122.143913
41.0981,-80.650789
34.0961,-117.716404
34.097718,-117.70945
34.106067,-117.716404
37.906032,-122.545048
34.097866,-118.407379
37.791927,-122.225906
34.097866,-118.407379
-34.458721,-58.90725
34.097866,-118.407379
34.097866,-118.407379
37.235807,-121.962416
37.874043,-122.280022
37.338475,-121.885794
42.206391,-71.004817
36.974025,-122.030954
42.815372,-1.653616
-16.509317,-68.10434
39.930771,32.76754
39.728352,-121.841985
36.740685,-119.785734
37.625511,-122.432556
35.724533,51.40519
41.400635,2.150913
39.728352,-121.837348
39.728352,-121.837348
33.42551,-111.937419
39.113789,-94.765358
33.973705,-117.328064
52.50153,13.401851
10.482834,-66.962128
37.32236,-122.032133
34.022442,-118.166974
37.577883,-122.34811
38.525255,-118.624627
41.657825,-91.526534
43.291618,-1.977903
54.607712,-5.95621
34.097866,-118.407379
37.874043,-122.280022
36.068994,-79.794704
34.186531,-118.145775
18.456792,-69.951164
34.097866,-118.407379
34.097866,-118.407379
34.250636,-118.61481
39.308342,-76.616104
26.714388,-80.052689
41.842602,-87.681229
35.724533,51.40519
39.930771,32.76754
37.742578,20.896502
41.106178,28.689863
52.50153,13.401851
31.285506,48.643416
52.50153,13.401851
52.50153,13.401851
52.50153,13.401851
40.697132,-73.931351
37.338475,-121.885794
40.697132,-73.931351
37.625511,-122.432556
54.607712,-5.95621
-31.399301,-64.182129
37.791927,-122.225906
37.90118,-122.061628
54.607712,-5.95621
41.77033,-87.81852
43.291618,-1.977903
37.002437,-89.171826
34.097866,-118.407379
38.951603,-0.138765
40.697132,-73.931351
37.454697,-122.177909
38.232471,-122.644448
12.825647,44.846416
34.097866,-118.407379
34.13149,-118.101567
40.465595,-3.696263
34.097866,-118.407379
34.097866,-118.407379
34.022425,-118.167056
36.974025,-122.030954
34.097866,-118.407379
40.697132,-73.931351
37.338475,-121.885794
40.863958,-73.630786
34.097866,-118.407379
34.097866,-118.407379
37.791927,-122.225906
34.097866,-118.407379
40.658455,-73.587219
34.097866,-118.407379
43.258434,-2.921819
40.697132,-73.931351
34.097866,-118.407379
42.815372,-1.653616
37.338475,-121.885794
34.015147,-118.122896
34.097866,-118.407379
34.097866,-118.407379
41.823875,-71.411994
32.715695,-117.161719
54.607712,-5.95621
54.607712,-5.95621
43.18418,-2.473289
40.465595,-3.696263
41.614152,0.625783
34.042309,-118.141507
37.755363,-122.443352
36.999276,-122.003482
40.697132,-73.931351
37.950322,27.373266
-31.399301,-64.182129
37.089185,-122.086756
41.400635,2.150913
34.081074,-118.394081
54.607712,-5.95621
54.607712,-5.95621
54.794884,-7.537385
55.011562,-7.312045
40.697132,-73.931351
54.607712,-5.95621
54.607712,-5.95621
40.438335,-79.997459
54.607712,-5.95621
33.44865,-84.454564
33.764496,-84.432083
42.761624,-72.511495
41.479561,-81.675461
40.697132,-73.931351
40.74617,-74.032814
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.74617,-74.032814
40.74617,-74.032814
40.74617,-74.032814
40.74617,-74.032814
40.74617,-74.032814
40.697132,-73.931351
40.697132,-73.931351
40.465595,-3.696263
41.583193,-87.499736
40.465595,-3.696263
54.607712,-5.95621
54.607712,-5.95621
34.097866,-118.407379
37.755363,-122.443352
41.890961,12.490069
37.755363,-122.443352
38.579065,-121.491014
37.54703,-122.314834
37.755363,-122.443352
34.097866,-118.407379
37.755363,-122.443352
54.077313,-6.608787
54.607712,-5.95621
42.636876,-83.288425
11.558831,104.917445
11.558831,104.917445
32.462925,-84.987629
35.487474,-80.622003
35.078014,-78.963646
54.22641,-7.649053
54.607712,-5.95621
54.183052,-6.341388
37.755363,-122.443352
33.888523,35.503513
54.552254,-6.086832
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.312045
54.531707,-6.737144
54.607712,-5.95621
31.771599,35.2034
54.607712,-5.95621
54.607712,-5.95621
42.651445,-73.755254
54.607712,-5.95621
54.819164,-7.467909
40.617623,-74.417061
41.890961,12.490069
40.697132,-73.931351
40.697132,-73.931351
35.724533,51.40519
52.50153,13.401851
40.697132,-73.931351
34.097866,-118.407379
45.511795,-122.675629
42.331685,-83.047924
55.011562,-7.312045
54.607712,-5.95621
55.011562,-7.312045
51.504387,-0.140041
54.607712,-5.95621
54.530989,-6.02939
54.607712,-5.95621
27.94653,-82.459269
54.607712,-5.95621
31.950001,35.933331
50.666667,17.933333
33.764496,-84.432083
54.607712,-5.95621
35.724533,51.40519
41.106178,28.689863
36.974025,-122.030954
37.755363,-122.443352
42.358635,-71.056699
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.312045
54.607712,-5.95621
34.097866,-118.407379
40.697132,-73.931351
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.312045
53.361675,-6.245485
40.654614,-73.559413
54.607712,-5.95621
41.400635,2.150913
34.097866,-118.407379
54.607712,-5.95621
33.764496,-84.432083
-23.550711,-46.633475
-23.550711,-46.633475
-23.550711,-46.633475
38.395649,27.135641
54.463367,-6.328597
55.011562,-7.312045
31.950001,35.933331
40.697132,-73.931351
54.607712,-5.95621
54.607712,-5.95621
35.205894,-97.445714
42.36679,-71.106019
37.755363,-122.443352
35.205894,-97.445714
35.205894,-97.445714
43.618518,-116.214619
42.29776,-71.289744
40.75815,-73.327739
54.607712,-5.95621
52.50153,13.401851
23.583333,119.58333
39.933449,-75.106743
-33.873651,151.20689
54.819164,-7.467909
54.463367,-6.328597
54.183052,-6.341388
54.607712,-5.95621
30.084629,31.334314
54.607712,-5.95621
43.18418,-2.473289
52.50153,13.401851
54.077313,-6.608787
29.591325,52.58361
41.084195,-81.514059
54.607712,-5.95621
54.607712,-5.95621
40.697132,-73.931351
54.607712,-5.95621
44.79808,-93.526664
37.424305,-122.143913
54.351322,-6.837455
54.607712,-5.95621
43.2482,-1.990517
54.794884,-7.537385
54.607712,-5.95621
54.819164,-7.467909
51.504387,-0.140041
46.198392,6.142296
42.365288,-71.104359
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
42.36679,-71.106019
54.607712,-5.95621
39.933449,-75.106743
39.930771,32.76754
55.011562,-7.312045
8.994269,-79.518792
11.586558,122.753716
43.15,-2.610278
-34.098808,-59.032291
54.607712,-5.95621
42.88544,-78.878464
32.715695,-117.161719
37.755363,-122.443352
37.755363,-122.443352
41.842602,-87.681229
41.842602,-87.681229
41.842602,-87.681229
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
54.607712,-5.95621
54.684823,-5.965868
31.502407,34.459743
35.724533,51.40519
35.724533,51.40519
35.724533,51.40519
39.930771,32.76754
37.424305,-122.143913
37.424305,-122.143913
54.607712,-5.95621
40.465595,-3.696263
54.250039,-6.703625
40.697132,-73.931351
48.208174,16.373819
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
54.255696,-5.948804
40.697132,-73.931351
55.011562,-7.312045
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
37.424305,-122.143913
32.302091,-90.185366
34.06857,-118.027606
52.50153,13.401851
53.361675,-6.245485
54.577389,-6.677339
-22.908278,-43.197026
51.794294,5.64916
54.250039,-6.703625
53.553813,9.991586
54.607712,-5.95621
54.347539,-6.656108
54.131402,-6.586387
54.184008,-7.360209
42.991175,-71.463089
55.011562,-7.312045
54.479875,-6.228448
54.607712,-5.95621
30.084629,31.334314
54.607712,-5.95621
53.553813,9.991586
51.248429,-0.755979
51.248429,-0.755979
28.585836,77.153336
40.465595,-3.696263
54.463367,-6.328597
54.183052,-6.341388
18.386932,-66.061127
18.386932,-66.061127
40.697132,-73.931351
54.365171,-8.036373
54.607712,-5.95621
40.465595,-3.696263
40.465595,-3.696263
40.465595,-3.696263
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.312045
54.607712,-5.95621
55.011562,-7.312045
54.293235,-6.842351
40.697132,-73.931351
54.607712,-5.95621
54.607712,-5.95621
54.536706,-6.70361
54.607712,-5.95621
54.463367,-6.328597
40.697132,-73.931351
41.303168,2.003213
43.174382,-2.775258
54.607712,-5.95621
55.011562,-7.312045
-34.61768,-58.444435
54.607712,-5.95621
54.607712,-5.95621
41.127098,37.287124
54.607712,-5.95621
15.185916,120.54187
17.092014,121.965256
55.043617,-7.023927
59.332788,18.064488
25.699073,-80.266978
54.607712,-5.95621
54.607712,-5.95621
45.42153,-75.697193
45.50867,-73.553992
34.097866,-118.407379
54.607712,-5.95621
-32.951052,-60.666365
55.011562,-7.312045
52.50153,13.401851
41.735443,1.977921
55.071136,-6.513154
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.312045
55.011562,-7.312045
33.889332,-118.125305
54.192934,-6.576051
54.607712,-5.95621
35.724533,51.40519
54.607712,-5.95621
54.607712,-5.95621
52.50153,13.401851
54.607712,-5.95621
54.713641,-5.808233
43.066932,-2.167393
41.106178,28.689863
41.106178,28.689863
41.560953,2.01044
59.332788,18.064488
39.930771,32.76754
39.930771,32.76754
39.930771,32.76754
52.50153,13.401851
54.607712,-5.95621
45.463681,9.188171
39.930771,32.76754
48.208174,16.373819
37.338475,-121.885794
37.338475,-121.885794
50.11797,8.644191
54.607712,-5.95621
-34.61768,-58.444435
-34.61768,-58.444435
-34.61768,-58.444435
-34.61768,-58.444435
48.139126,11.580186
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
49.008085,8.403756
54.607712,-5.95621
40.697132,-73.931351
37.454697,-122.177909
54.69212,-5.863265
54.077313,-6.608787
41.560953,2.01044
41.400635,2.150913
53.553813,9.991586
38.908642,-77.015381
54.607712,-5.95621
33.876161,-117.869263
54.787715,-6.492314
18.460791,-66.264884
40.791005,-73.538134
55.011562,-7.312045
54.607712,-5.95621
54.787715,-6.492314
54.607712,-5.95621
54.607712,-5.95621
40.791005,-73.538134
49.4019,8.680285
48.856644,2.34233
48.856644,2.34233
